学校,省份,城市,层次,性质,985,211,双一流
西安邮电大学,陕西,西安,本科,公办,否,否,否
西安医学院,陕西,西安,本科,公办,否,否,否
空军军医大学,陕西,西安,本科,公办,否,是,是
西安欧亚学院,陕西,西安,本科,民办,否,否,否
西安翻译学院,陕西,西安,本科,民办,否,否,否
西安思源学院,陕西,西安,本科,民办,否,否,否
陕西服装工程学院,陕西,咸阳,本科,民办,否,否,否
西安交通大学城市学院,陕西,西安,本科,民办,否,否,否
西安建筑科技大学华清学院,陕西,西安,本科,民办,否,否,否
陕西科技大学镐京学院,陕西,咸阳,本科,民办,否,否,否
延安大学西安创新学院,陕西,西安,本科,民办,否,否,否
西安汽车职业大学,陕西,西安,本科,民办,否,否,否
西安信息职业大学,陕西,西安,本科,民办,否,否,否
西安理工大学高科学院,陕西,西安,本科,民办,否,否,否
复旦大学,上海,上海,本科,公办,是,是,是
上海交通大学,上海,上海,本科,公办,是,是,是
上海理工大学,上海,上海,本科,公办,否,否,否
东华大学,上海,上海,本科,公办,否,是,是
上海应用技术大学,上海,上海,本科,公办,否,否,否
上海海洋大学,上海,上海,本科,公办,否,否,是
华东师范大学,上海,上海,本科,公办,是,是,是
上海外国语大学,上海,上海,本科,公办,否,是,是
上海对外经贸大学,上海,上海,本科,公办,否,否,否
华东政法大学,上海,上海,本科,公办,否,否,否
上海音乐学院,上海,上海,本科,公办,否,否,是
上海大学,上海,上海,本科,公办,否,是,是
上海工程技术大学,上海,上海,本科,公办,否,否,否
上海电机学院,上海,上海,本科,公办,否,否,否
上海第二工业大学,上海,上海,本科,公办,否,否,否
上海科技大学,上海,上海,本科,公办,否,否,是
上海杉达学院,上海,上海,本科,民办,否,否,否
上海建桥学院,上海,上海,本科,民办,否,否,否
上海中侨职业技术大学,上海,上海,本科,民办,否,否,否
上海外国语大学贤达经济人文学院,上海,上海,本科,民办,否,否,否
上海纽约大学,上海,上海,本科,中外合作办学及内地与港澳合作办学,否,否,否
西南交通大学,四川,成都,本科,公办,否,是,是
西南石油大学,四川,成都,本科,公办,否,否,是
西南科技大学,四川,绵阳,本科,公办,否,否,否
四川轻化工大学,四川,自贡,本科,公办,否,否,否
中国民用航空飞行学院,四川,德阳,本科,公办,否,否,否
西昌学院,四川,凉山,本科,公办,否,否,否
成都中医药大学,四川,成都,本科,公办,否,否,是
四川师范大学,四川,成都,本科,公办,否,否,否
绵阳师范学院,四川,绵阳,本科,公办,否,否,否
宜宾学院,四川,宜宾,本科,公办,否,否,否
阿坝师范学院,四川,阿坝,本科,公办,否,否,否
西南财经大学,四川,成都,本科,公办,否,是,是
四川音乐学院,四川,成都,本科,公办,否,否,否
成都大学,四川,成都,本科,公办,否,否,否
攀枝花学院,四川,攀枝花,本科,公办,否,否,否
四川民族学院,四川,甘孜,本科,公办,否,否,否
成都医学院,四川,成都,本科,公办,否,否,否
成都东软学院,四川,成都,本科,民办,否,否,否
电子科技大学成都学院,四川,成都,本科,民办,否,否,否
四川传媒学院,四川,成都,本科,民办,否,否,否
成都文理学院,四川,成都,本科,民办,否,否,否
四川外国语大学成都学院,四川,成都,本科,民办,否,否,否
成都锦城学院,四川,成都,本科,民办,否,否,否
四川大学锦江学院,四川,眉山,本科,民办,否,否,否
绵阳城市学院,四川,绵阳,本科,民办,否,否,否
四川电影电视学院,四川,成都,本科,民办,否,否,否
南开大学,天津,天津,本科,公办,是,是,是
天津科技大学,天津,天津,本科,公办,否,否,否
中国民航大学,天津,天津,本科,公办,否,否,否
天津农学院,天津,天津,本科,公办,否,否,否
天津中医药大学,天津,天津,本科,公办,否,否,是
天津职业技术师范大学,天津,天津,本科,公办,否,否,否
天津商业大学,天津,天津,本科,公办,否,否,否
天津体育学院,天津,天津,本科,公办,否,否,否
天津美术学院,天津,天津,本科,公办,否,否,否
天津中德应用技术大学,天津,天津,本科,公办,否,否,否
天津外国语大学滨海外事学院,天津,天津,本科,民办,否,否,否
天津商业大学宝德学院,天津,天津,本科,民办,否,否,否
南开大学滨海学院,天津,天津,本科,民办,否,否,否
天津理工大学中环信息学院,天津,天津,本科,民办,否,否,否
天津仁爱学院,天津,天津,本科,民办,否,否,否
西藏农牧学院,西藏,林芝,本科,公办,否,否,否
西藏民族大学,西藏,咸阳,本科,公办,否,否,否
新疆大学,新疆,乌鲁木齐,本科,公办,否,是,是
新疆农业大学,新疆,乌鲁木齐,本科,公办,否,否,否
新疆医科大学,新疆,乌鲁木齐,本科,公办,否,否,否
喀什大学,新疆,喀什,本科,公办,否,否,否
新疆财经大学,新疆,乌鲁木齐,本科,公办,否,否,否
新疆工程学院,新疆,乌鲁木齐,本科,公办,否,否,否
新疆警察学院,新疆,乌鲁木齐,本科,公办,否,否,否
新疆第二医学院,新疆,克拉玛依,本科,公办,否,否,否
新疆政法学院,新疆,图木舒克,本科,公办,否,否,否
新疆天山职业技术大学,新疆,乌鲁木齐,本科,民办,否,否,否
昆明理工大学,云南,昆明,本科,公办,否,否,否
西南林业大学,云南,昆明,本科,公办,否,否,否
大理大学,云南,大理,本科,公办,否,否,否
云南师范大学,云南,昆明,本科,公办,否,否,否
曲靖师范学院,云南,曲靖,本科,公办,否,否,否
保山学院,云南,保山,本科,公办,否,否,否
云南财经大学,云南,昆明,本科,公办,否,否,否
云南民族大学,云南,昆明,本科,公办,否,否,否
楚雄师范学院,云南,楚雄,本科,公办,否,否,否
昆明学院,云南,昆明,本科,公办,否,否,否
滇西科技师范学院,云南,临沧,本科,公办,否,否,否
云南经济管理学院,云南,昆明,本科,民办,否,否,否
丽江文化旅游学院,云南,丽江,本科,民办,否,否,否
昆明城市学院,云南,昆明,本科,民办,否,否,否
昆明医科大学海源学院,云南,昆明,本科,民办,否,否,否
云南工商学院,云南,昆明,本科,民办,否,否,否
杭州电子科技大学,浙江,杭州,本科,公办,否,否,否
浙江理工大学,浙江,杭州,本科,公办,否,否,否
浙江农林大学,浙江,杭州,本科,公办,否,否,否
浙江中医药大学,浙江,杭州,本科,公办,否,否,否
杭州师范大学,浙江,杭州,本科,公办,否,否,否
绍兴文理学院,浙江,绍兴,本科,公办,否,否,否
温州大学,浙江,温州,本科,公办,否,否,否
浙江工商大学,浙江,杭州,本科,公办,否,否,否
中国美术学院,浙江,杭州,本科,公办,否,否,是
浙江万里学院,浙江,宁波,本科,公办,否,否,否
宁波工程学院,浙江,宁波,本科,公办,否,否,否
浙江财经大学,浙江,杭州,本科,公办,否,否,否
衢州学院,浙江,衢州,本科,公办,否,否,否
浙江传媒学院,浙江,杭州,本科,公办,否,否,否
浙大宁波理工学院,浙江,宁波,本科,公办,否,否,否
湖州学院,浙江,湖州,本科,公办,否,否,否
嘉兴南湖学院,浙江,嘉兴,本科,公办,否,否,否
浙江音乐学院,浙江,杭州,本科,公办,否,否,否
浙江树人学院,浙江,杭州,本科,民办,否,否,否
宁波财经学院,浙江,宁波,本科,民办,否,否,否
浙江工业大学之江学院,浙江,杭州,本科,民办,否,否,否
宁波大学科学技术学院,浙江,宁波,本科,民办,否,否,否
浙江理工大学科技与艺术学院,浙江,杭州,本科,民办,否,否,否
温州医科大学仁济学院,浙江,温州,本科,民办,否,否,否
杭州师范大学钱江学院,浙江,杭州,本科,民办,否,否,否
浙江工商大学杭州商学院,浙江,杭州,本科,民办,否,否,否
浙江财经大学东方学院,浙江,嘉兴,本科,民办,否,否,否
同济大学浙江学院,浙江,嘉兴,本科,民办,否,否,否
西湖大学,浙江,杭州,本科,民办,否,否,否
温州肯恩大学,浙江,温州,本科,中外合作办学及内地与港澳合作办学,否,否,否
重庆邮电大学,重庆,重庆,本科,公办,否,否,否
重庆医科大学,重庆,重庆,本科,公办,否,否,否
重庆师范大学,重庆,重庆,本科,公办,否,否,否
重庆三峡学院,重庆,重庆,本科,公办,否,否,否
四川外国语大学,重庆,重庆,本科,公办,否,否,否
四川美术学院,重庆,重庆,本科,公办,否,否,否
重庆理工大学,重庆,重庆,本科,公办,否,否,否
重庆警察学院,重庆,重庆,本科,公办,否,否,否
陆军军医大学,重庆,重庆,本科,公办,否,否,否
重庆机电职业技术大学,重庆,重庆,本科,民办,否,否,否
重庆城市科技学院,重庆,重庆,本科,民办,否,否,否
重庆外语外事学院,重庆,重庆,本科,民办,否,否,否
重庆财经学院,重庆,重庆,本科,民办,否,否,否
重庆移通学院,重庆,重庆,本科,民办,否,否,否
中国科学技术大学,安徽,合肥,本科,公办,是,是,是
安徽工业大学,安徽,马鞍山,本科,公办,否,否,否
安徽工程大学,安徽,芜湖,本科,公办,否,否,否
安徽医科大学,安徽,合肥,本科,公办,否,否,否
皖南医学院,安徽,芜湖,本科,公办,否,否,否
安徽师范大学,安徽,芜湖,本科,公办,否,否,否
安庆师范大学,安徽,安庆,本科,公办,否,否,否
黄山学院,安徽,黄山,本科,公办,否,否,否
滁州学院,安徽,滁州,本科,公办,否,否,否
宿州学院,安徽,宿州,本科,公办,否,否,否
淮南师范学院,安徽,淮南,本科,公办,否,否,否
安徽建筑大学,安徽,合肥,本科,公办,否,否,否
合肥学院,安徽,合肥,本科,公办,否,否,否
池州学院,安徽,池州,本科,公办,否,否,否
合肥师范学院,安徽,合肥,本科,公办,否,否,否
安徽三联学院,安徽,合肥,本科,民办,否,否,否
安徽文达信息工程学院,安徽,合肥,本科,民办,否,否,否
蚌埠工商学院,安徽,蚌埠,本科,民办,否,否,否
安徽信息工程学院,安徽,芜湖,本科,民办,否,否,否
合肥城市学院,安徽,合肥,本科,民办,否,否,否
安徽师范大学皖江学院,安徽,芜湖,本科,民办,否,否,否
阜阳师范大学信息工程学院,安徽,阜阳,本科,民办,否,否,否
皖江工学院,安徽,马鞍山,本科,民办,否,否,否
中国人民大学,北京,北京,本科,公办,是,是,是
北京交通大学,北京,北京,本科,公办,否,是,是
北京航空航天大学,北京,北京,本科,公办,是,是,是
北京科技大学,北京,北京,本科,公办,否,是,是
北京化工大学,北京,北京,本科,公办,否,是,是
北京服装学院,北京,北京,本科,公办,否,否,否
北京印刷学院,北京,北京,本科,公办,否,否,否
北京石油化工学院,北京,北京,本科,公办,否,否,否
中国农业大学,北京,北京,本科,公办,是,是,是
北京林业大学,北京,北京,本科,公办,否,是,是
首都医科大学,北京,北京,本科,公办,否,否,否
北京师范大学,北京,北京,本科,公办,是,是,是
首都体育学院,北京,北京,本科,公办,否,否,否
北京第二外国语学院,北京,北京,本科,公办,否,否,否
中国传媒大学,北京,北京,本科,公办,否,是,是
对外经济贸易大学,北京,北京,本科,公办,否,是,是
首都经济贸易大学,北京,北京,本科,公办,否,否,否
外交学院,北京,北京,本科,公办,否,否,是
国际关系学院,北京,北京,本科,公办,否,否,否
中央音乐学院,北京,北京,本科,公办,否,是,是
中央美术学院,北京,北京,本科,公办,否,否,是
中国戏曲学院,北京,北京,本科,公办,否,否,否
北京舞蹈学院,北京,北京,本科,公办,否,否,否
中国政法大学,北京,北京,本科,公办,否,是,是
中华女子学院,北京,北京,本科,公办,否,否,否
中国矿业大学（北京）,北京,北京,本科,公办,否,是,是
中国地质大学（北京）,北京,北京,本科,公办,否,是,是
中国青年政治学院,北京,北京,本科,公办,否,否,否
中国劳动关系学院,北京,北京,本科,公办,否,否,否
中国科学院大学,北京,北京,本科,公办,否,否,是
北京城市学院,北京,北京,本科,民办,否,否,否
北京工商大学嘉华学院,北京,北京,本科,民办,否,否,否
北京工业大学耿丹学院,北京,北京,本科,民办,否,否,否
厦门大学,福建,厦门,本科,公办,是,是,是
福州大学,福建,福州,本科,公办,否,是,是
福建农林大学,福建,福州,本科,公办,否,否,否
福建医科大学,福建,福州,本科,公办,否,否,否
福建师范大学,福建,福州,本科,公办,否,否,否
武夷学院,福建,南平,本科,公办,否,否,否
泉州师范学院,福建,泉州,本科,公办,否,否,否
厦门理工学院,福建,厦门,本科,公办,否,否,否
龙岩学院,福建,龙岩,本科,公办,否,否,否
福建警察学院,福建,福州,本科,公办,否,否,否
厦门医学院,福建,厦门,本科,公办,否,否,否
福建技术师范学院,福建,福州,本科,公办,否,否,否
厦门华厦学院,福建,厦门,本科,民办,否,否,否
泉州职业技术大学,福建,泉州,本科,民办,否,否,否
福州工商学院,福建,福州,本科,民办,否,否,否
阳光学院,福建,福州,本科,民办,否,否,否
福州大学至诚学院,福建,福州,本科,民办,否,否,否
福建师范大学协和学院,福建,福州,本科,民办,否,否,否
泉州信息工程学院,福建,泉州,本科,民办,否,否,否
福建农林大学金山学院,福建,福州,本科,民办,否,否,否
兰州理工大学,甘肃,兰州,本科,公办,否,否,否
甘肃农业大学,甘肃,兰州,本科,公办,否,否,否
西北师范大学,甘肃,兰州,本科,公办,否,否,否
陇东学院,甘肃,庆阳,本科,公办,否,否,否
河西学院,甘肃,张掖,本科,公办,否,否,否
西北民族大学,甘肃,兰州,本科,公办,否,否,否
甘肃民族师范学院,甘肃,甘南,本科,公办,否,否,否
甘肃医学院,甘肃,平凉,本科,公办,否,否,否
兰州石化职业技术大学,甘肃,兰州,本科,公办,否,否,否
兰州工商学院,甘肃,兰州,本科,民办,否,否,否
兰州信息科技学院,甘肃,兰州,本科,民办,否,否,否
暨南大学,广东,广州,本科,公办,否,是,是
华南理工大学,广东,广州,本科,公办,是,是,是
广东海洋大学,广东,湛江,本科,公办,否,否,否
